ID,COD_MUNICIPIO,NOME,NOME_RESPONSAVEL,data_nasc,Tipo_erro
11322,4106704,JAMILE LIMA SILVA,LEILA MARIA MONTEIRO DE SOUZA,"",tipo 1
11383,1200203,JOCIRLENE DO NASCIMENTO,MAIRA ARAUJO DA CONCEICAO,"",tipo 1
11427,4106704,JOSE MILDO NASCIMENTO DA SILVA,MARIA ALCIENE FERREIRA SILVA,"",tipo 1
11493,4106704,LEONILDA SILVA DE CARVALHO,MARIA ARTEMIZIA FERREIRA ALVES,"",tipo 1
11495,4106704,LETICIA DE SOUZA MELO,MARIA AUXILIADORA CORDEIRO FRANCO,"",tipo 1
11506,1200203,LINDOMAR DE SOUZA,MARIA CELI BERNARDINA DA SILVA,"",tipo 1
11550,1200203,MAGDA SOUZA DA SILVA,MARIA DA GLORIA MENEZES BEZERRA,"",tipo 1
11687,4106704,MARIA CLAUDIANA FERREIRA NASCIMENTO,MARIA FRANCISCA MARQUES MARTINS,"",tipo 1
11706,1200203,MARIA DA CONCEICAO DA SILVA,MARIA GLEICIANE SANTOS DAS CHAGAS,"",tipo 1
11753,1200203,MARIA DAS DORES SILVA DO CARMO,MARIA JOSE DE SOUZA PAIVA,"",tipo 1
11840,4306205,MARIA ELINETE DE SOUZA SILVA,MARIA MARILEIDE FREITAS DA SILVA,"",tipo 1
11882,1200203,MARIA FRANCISCA FARIAS DOS SANTOS,MARIA PATRICIA DA SILVA SOUZA,"",tipo 1
11883,1200203,MARIA FRANCISCA LIMA,MARIA PAULINA OLIVEIRA DA SILVA,"",tipo 1
11885,1200203,MARIA FRANCISCA LOPES DA SILVA,MARIA QUEILIANE DOS REIS PINHEIRO,"",tipo 1
11953,4306205,MARIA JOSE ALVES DE SOUZA,MARIA SULENIR SILVA FERREIRA,"",tipo 1
12068,4306205,MARIA MARGARENE LOPES DE ALMEIDA,MONICA CHAVES DE MATOS,"",tipo 1
12071,4106704,MARIA MARILEIDE ALVES DE SOUZA,NADIR BEZERRA DA SILVA,"",tipo 1
12110,4306205,MARIA RAFAELA DE PAIVA TAVARES,ORLENE DE LIMA SOUZA,"",tipo 1
12129,1200203,MARIA ROSA ROCHA DA SILVA,PAULINA MARCAL DA SILVA,"",tipo 1
12155,4306205,MARIA SILVIA MELO DE ARAUJO,RAIGILA DA SILVA UCHOA,"",tipo 1
12166,4106704,MARIA SOLANGE SILVA DO NASCIMENTO,RAIMUNDA EUNECIA GRACA,"",tipo 1
12193,1200203,MARIA VANETE SEGARRA DE OLIVEIRA,RAQUEL NERY DA SILVA,"",tipo 1
12244,4306205,MARIZETE PINHEIRO DA SILVA,ROSELDA PAULA DA SILVA,"",tipo 1
12247,4306205,MARLENE RIBEIRO MENEZES,ROSELI MAIA LIMA,"",tipo 1
12258,4306205,MARTA CARNEIRO DA SILVA,ROSILENE FARIAS DA SILVA,"",tipo 1
12267,1200203,MELLYSSA ARAUJO DE ANDRADE,ROZENIR TELES,"",tipo 1
12284,1200203,MIRIAM LIMA SOUZA,SAMARA PIMENTEL LIMA,"",tipo 1
12320,4306205,NEIZIA SIQUEIRA DE LIMA,SILVANIA DA SILVA SANTIAGO,"",tipo 1
12364,4306205,QUESIA ARAUJO CORDEIRO,TAISA SILVA MACIEL,"",tipo 1
12396,4106704,RAIMUNDA NONATA MIRANDA DA SILVA,THAIS FORTUNATO DA SILVA,"",tipo 1
12435,4106704,RITA DE CASSIA DE SOUZA GOMES,VERA LUCIA PEREIRA BRAZ,"",tipo 1
12456,4306205,ROSANGELA BARBOSA DA SILVA,ARTEMIZIA PEREIRA DE ANDRADE,"",tipo 1
12503,1200203,SAMARA RAMALHO TAVARES,JOANA DOS SANTOS MACHADO,"",tipo 1
12572,4306205,TAIS PAMELA PINHEIRO CARNEIRO,ALTENISIA DA SILVA DE ARAUJO,"",tipo 1
12623,4106704,VANDA SALES DO NASCIMENTO,DANIELLY SILVA DA LUZ,"",tipo 1
12624,4106704,VANDERLAN DE SOUZA GONCALVES,DEBORA DA SILVA TAVARES,"",tipo 1
12708,1200252,JONATAS DO NASCIMENTO ARAUJO,LUCIRLENE FERREIRA DOS SANTOS,"",tipo 1
12777,1200252,WIRISLAINE DA SILVA RIBEIRO,MARIA JOSE RODRIGUES PORTELA,"",tipo 1
12829,1200302,ELIVANIA PINHEIRO,MARIA ZILENE MENDES DA SILVA,"",tipo 1
12837,1200302,FABIOLA ARAUJO DOS SANTOS,MAYRA DE ALMEIDA GOMES,"",tipo 1
12875,1200302,JAQUELINE BRANDAO DE LIMA,TAINA DE ALMEIDA RIBEIRO,"",tipo 1
12886,1200302,JOSE ANDRADE REBOUCAS,ZENILDA CRUZ DE FREITAS,"",tipo 1
12994,1200302,MARIA ROSIMAR OLIVEIRA DE SOUZA,CLEIDSON SOUZA DE LIMA,"",tipo 1
13027,1200302,NAYARA AIRES DA SILVA,FRANCISCA MAIA DIAS,"",tipo 1
13035,1200302,OLINDA MELO DO NASCIMENTO LIMA,GEAL SILVA DE SOUZA,"",tipo 1
13165,1200328,RAIMUNDO DE SOUZA LEAO,SEBASTIAO MACIEL NEO,"",tipo 1
13187,1200336,ANTONIA VANEIDE ARAUJO RODRIGUES,ANTONIIO ADRIANO URBANO DE LIMA,"",tipo 1
13201,1200336,CLEIDIANE VIEIRA DE MOURA,DENISE MONTEIRO DO NASCIMENTO,"",tipo 1
13236,1200336,EVELYN LAUANA DO NASCIMENTO GALVAO,LUCIANE PEREIRA DAVILA,"",tipo 1
13245,1200336,FRANCISCO SILVA LAURINDO,MARCILENE RODRIGUES DOMINGOS KAXINAWA,"",tipo 1
13247,1200336,GABRIELA FERREIRA,MARIA AURICELIA LEITE DA SILVA,"",tipo 1
13269,1200336,JAMILE SOUZA DE ALMEIDA,MAYRA LETICIA RIBEIRO NOGUEIRA,"",tipo 1
13277,1200336,JOSE CONCEICAO DA SILVA,OZAMIRA COELHO DO NASCIMENTO,"",tipo 1
13336,1200336,MARIA DELCIONE MENEZES LAURINDO,CLEONISIO JOSE PEREIRA DO VALE,"",tipo 1
13358,1200336,MARIA MARCILENE DA SILVA ALMEIDA,FRANCISCA GLENDA SOUZA DA SILVA,"",tipo 1
13392,1200336,RAILDILENE NASCIMENTO LOPES,MACILENE DO NASCIMENTO SOUZA,"",tipo 1
13475,1200344,JOAQUIM MORAIS OLIVEIRA,TULIA SOUZA FLORES,"",tipo 1
13483,1200344,LEANDRO MELO DE AZEVEDO,ADENILCE LIMA DE AQUINO,"",tipo 1
13506,1200344,MARIA ERENILDA NUNES DE OLIVEIRA,CAMILA DA SILVA FERRAZ,"",tipo 1
13526,1200344,NOIDA KULINA,FRANCISCA MARINES DA SILVA GOMES,"",tipo 1
13577,1200351,CATIA TERTULIANA DA SILVA,RAYNARA SOUZA DA COSTA,"",tipo 1
13605,1200351,FRANCISCA BARROZO NASCIMENTO,ACALCIDES SILVA DOS SANTOS,"",tipo 1
13607,1200351,FRANCISCA CLEUDIA LIMA DA SILVA,ALCELINA ALVES LIMA,"",tipo 1
13618,1200351,GILMAR DE CASTRO SILVA,ANA PAULA BARBOSA DE SOUZA,"",tipo 1
