ID,COD_MUNICIPIO,NOME,NOME_RESPONSAVEL,data_nasc,Tipo_erro
7198,2914802,ROSIMA DOS SANTOS,"",24/07/1979,tipo 1
7249,5212204,DENILZA ALVES DOS SANTOS,"",06/05/2020,tipo 1
7292,5214051,CELESTE OLIVEIRA DOS SANTOS,"",31/03/1974,tipo 1
7322,2926103,ANTONIO EDSON MARQUES DA SILVA,"",01/10/1999,tipo 1
7333,2411106,MARIA DO CARMO OLIVEIRA DA SILVA,"",03/08/1999,tipo 1
7375,2930709,GEANE DIAS DA SILVA MARQUES,"",03/05/1997,tipo 1
7501,2304400,ALINE DA SILVA NORBERTO,"",16/12/1944,tipo 1
7522,2304400,ERIKA CILENE CARDOSO DA SILVA,"",21/03/1990,tipo 1
7536,2304400,JADIANE INACIO DA SILVA,"",16/02/1926,tipo 1
7546,2304400,JOSIVANIA LIMA DOS SANTOS,"",15/06/1989,tipo 1
7558,2304400,MARIA APARECIDA DELFINO DA SILVA,"",04/08/1954,tipo 1
7599,2305407,IRENE NUNES DA SILVA NASCIMENTO,"",04/06/1974,tipo 1
7654,2309607,CHIRLENE FRANCO PEREIRA,"",18/09/2018,tipo 1
7660,2310258,GILSON ANGELO VIANA,"",18/01/2016,tipo 1
7664,2311207,THAMIRES CARVALHO GONCALVES,"",15/01/1981,tipo 1
7667,2311306,JOAO BATISTA ALMEIDA LIMA,"",05/12/1942,tipo 1
7792,4211603,VALERIA APARECIDA DE MORAIS,"",23/04/1957,tipo 1
7914,2513307,MARIA MENEGILDA DINIZ SILVA,"",13/12/1953,tipo 1
7959,2111300,VALDEGRACA PEREIRA DA SILVA,"",18/09/1933,tipo 1
7960,2111300,WALDENILSON CHARLES RAMOS ARAUJO,"",14/09/1929,tipo 1
7967,2111706,EVANDRO NASCIMENTO MATOS,"",25/06/1969,tipo 1
8040,3106200,FRANCISCO COSME CANUTO,"",27/02/1965,tipo 1
8053,3106200,MARIA APARECIDA NASCIMENTO,"",18/06/2010,tipo 1
8058,3106200,NEIDNEIA SOARES DA SILVA,"",27/04/2021,tipo 1
8187,3157005,DILMA BISPO DE OLIVEIRA,"",09/10/2011,tipo 1
8201,3161106,ELZA DAMARISE GONCALVES NASCIMENTO RODRI,"",18/04/1952,tipo 1
8208,3162708,GENI ROCHA,"",25/03/2001,tipo 1
8213,3164472,VANDA LUCIA FERNANDES LEAO,"",20/06/2012,tipo 1
8262,1500107,MANOEL MILTON BENTES FAVACHO,"",20/03/2022,tipo 1
8280,2700805,AGATA DIAS CAVALHEIRO,"",26/01/1988,tipo 1
8470,2515500,TIAGO DE OLIVEIRA,"",22/05/2000,tipo 1
8552,2602902,JOSUE AMARO DOS SANTOS,"",08/06/1945,tipo 1
8562,2604106,JANAINA ANTONIA DE MOURA,"",03/07/1938,tipo 1
8589,3127388,ERALDO JOSE CESAR DA CRUZ FILHO,"",23/11/1943,tipo 1
8631,2105450,MARIA DAS GRACAS DE LIMA,"",07/06/1944,tipo 1
8691,2612505,MARIA DAS NEVES DO NASCIMENTO SOUSA,"",26/08/1962,tipo 1
8709,2614006,PEDRO VALDEMIRO RODRIGUES,"",16/09/1943,tipo 1
8761,2206720,JOSE LUIZ OSORIO,"",08/02/2020,tipo 1
8854,4119905,PAULO JANSEN,"",22/08/1969,tipo 1
8917,3302403,JUNILDE MARIA RIBEIRO,"",28/04/1967,tipo 1
8937,1714203,ROSANE MARIA CESARIO DA SILVA,"",16/09/1999,tipo 1
8960,3303500,FLAVIA DUTRA PEREIRA,"",03/06/1942,tipo 1
8997,3303500,VALDINEIA DE SOUZA FONTE GOMES,"",05/07/1927,tipo 1
9166,2405801,ROSIMERE ARAUJO DE ABREU,"",03/03/1945,tipo 1
9228,2403251,MAURILIO DA SILVA BARBOSA,"",03/04/2000,tipo 1
9235,2409902,MARIA DAS NEVES DE SOUZA,"",07/08/1947,tipo 1
9262,1400233,ELIZANGELA CORREIA FIGUEIREDO,"",30/03/2022,tipo 1
9348,2615706,VERA JOANA AMARAL DA CRUZ,"",11/11/1946,tipo 1
9359,4202453,HUGO LEONEL SILVA DE ALMEIDA,"",08/05/1945,tipo 1
9400,2506905,PATRICIA DE JESUS LIMA,"",10/04/1954,tipo 1
9404,2803401,MARINA NASCIMENTO RAMOS,"",30/09/1991,tipo 1
9409,2803500,JOSE FELIX DOS SANTOS,"",12/01/1937,tipo 1
