ID,COD_MUNICIPIO,NOME,NOME_RESPONSAVEL,data_nasc,Tipo_erro
7241,2918407,LUCIMEIRE BELARMINO DOS SANTOS,MARIA RODRIGUES DOS SANTOS,03/03/1994,tipo 2
7303,2924702,OVENERO JESUS ROCHA,CLAUDIANA GOMES,10/11/2000,tipo 2
7313,2925402,EGLE ALVES DOS SANTOS,ERILEUDO DA SILVA,25/03/1986,tipo 2
7325,2926103,JOCIVALDO RAMOS DE ALMEIDA,ILDA MONTEIRO,30/05/2014,tipo 2
7380,2930808,CIZELINA ROSA DE OLIVEIRA,ROBERLANDIA DE PONTES,05/01/1992,tipo 2
7416,3556602,MARIA DE CASSIA DE MELO BRITO,FRANCISCO ALENCAR,22/11/2022,tipo 2
7511,2304400,ANTONIO FERREIRA DE LIMA NETO,EDSON DE SOUZA,17/03/1930,tipo 2
7542,2304400,JOSE RONALDO DA SILVA,ANTONIO SILVA,25/05/1978,tipo 2
7549,2304400,JUNIOR HENRINQUE MARTINS MAIA,ADINA DE SOUZA,11/10/2020,tipo 2
7591,2304657,FRANCISCO BELARMINO DO NASCIMENTO,BASILEU SOUSA SILVA,19/09/1968,tipo 2
7593,5209705,FRANCISCA DE OLIVEIRA MELO,MARA ANDRADE,01/06/1939,tipo 2
7658,2804904,GLEYCE KELLY FERREIRA DA SILVA,VAGNO FEITOSA,12/05/1953,tipo 2
7740,3203908,KELISOM DE OLIVEIRA FERREIRA,ANA DINIZ COSTA,13/03/1939,tipo 2
7773,5205497,FRANCISCA CONCEICAO GOMES DA SILVA CUNHA,BERTOLDO SIQUEIRA,12/03/1998,tipo 2
7785,5212501,JURANDIR MATIAS PEREIRA,OSMARINA DA SILVA,11/09/1989,tipo 2
7889,2107704,JUVENAL DA CONCEICAO,WALTER SANTOS,13/11/1995,tipo 2
7941,2111300,DOMINGOS SOUSA SANTOS,BEATRIZ FATIMA DA SILVA,16/02/2011,tipo 2
7981,2112209,FRANCISCA SORAYA DE SOUZA LIMA,VILMA DE SOUZA MARQUES,13/01/1932,tipo 2
8010,2113009,ANA CLAUDIA PEREIRA MACHADO,SOLANGE DIAS,07/03/2015,tipo 2
8111,3124302,TIAGO RAMOS NASCIMENTO,GEOCLEIDISON DOS SANTOS,01/02/1969,tipo 2
8119,3127057,LIDIONEI BISPO DOS SANTOS,VALDIR DIAS,28/07/2020,tipo 2
8154,3143203,LUZIA DE FATIMA BATISTA,MICHEL RODRIGUES,24/04/1982,tipo 2
8174,3154606,ELENITA NEVES DE SOUZA,ELIANE VIANA,19/03/1972,tipo 2
8214,3164704,ANDREIA DE SOUZA SILVA,FRANCISCO ASSIS DA ROSA REIS,22/08/1927,tipo 2
8224,4126900,ROSINEI APARECIDA BENTO,GEOVANA DAS NEVES,16/12/1934,tipo 2
8325,1503002,EVERALDO DE SOUZA COSTA,JOSE DA SILVA,26/01/2002,tipo 2
8494,2601102,PATRICIO FLORENCIO LIMA,MARIA SOCORRO DA SILVA SANTOS,04/04/1946,tipo 2
8582,2606002,PAULA RENATA DE LIRA TORQUATO,VALDECI DE LIMA,08/09/1980,tipo 2
8644,2609501,MARIA APARECIDA DA SILVA,RAIMUNDA DE SOUSA,29/07/1996,tipo 2
8698,2612604,RENAN COELHO,RODRIGO DE OLIVEIRA,04/03/1991,tipo 2
8726,2201200,JOSE RAFAEL CARVALHO SOUSA,BATHIELE,15/05/1928,tipo 2
8744,2202752,ISRAEL DE LIMA,CARLOS DA SILVA,12/12/1925,tipo 2
8794,2211001,MARIA DO AMPARO OLIVEIRA SILVA SANTOS,CREMILCE SOARES,14/01/2012,tipo 2
8824,4106902,ALESSANDRA CUNHA JORGE,BEATRIZ GOMES,18/05/1965,tipo 2
8830,4106902,TAYNARA MARCELA KIRSTEN,EDLEUZA DA CONCEICAO,17/03/1941,tipo 2
8978,3303500,MARIA JOANA DE SOUZA,IVANIA SANTOS GONCALO,29/07/1963,tipo 2
9005,3304110,ANNELISE BARBOSA,CARLOS CAMPOS DE LACERDA,04/11/1958,tipo 2
9036,3304557,FIDEL ZAU,JESSICA DE MORAIS,18/06/1958,tipo 2
9175,2407104,JANAINA LOPES DO NASCIMENTO,SHAYREL DE LIMA,18/05/1929,tipo 2
9208,2408201,ANETE MENEZES DA SILVA,JULIO SCHMECHEL RECONDO,12/07/1935,tipo 2
9254,4322707,ALEXANDRE GUEDES DE MOURA,MARIA DE ASSIS,17/04/1944,tipo 2
9282,4304200,CARLOS ALBERTO MARTINS,ADRIELE OLIVEIRA,08/08/1941,tipo 2
9311,4309753,CLEBER JOSE CAGOL,ELISSANDRA,18/02/2016,tipo 2
9333,4315701,VITORIA DE MOURA WEBER,LUIZ PORTIO,24/06/1957,tipo 2
9338,4318705,KAREN FRANCISCA CHAVES CARDOSO,ELIZANGELA DE SOUZA SANTOS,15/10/2008,tipo 2
9395,2802601,JOSE ERIVANIO SANTOS FERREIRA,AILDA DOS SANTOS,05/05/1994,tipo 2
9520,3514924,MARCOS ADRIANO CARNEIRO,HELENA DA SILVA,24/02/1992,tipo 2
9538,3518701,ALZIRA DA SILVA SANTOS,ANA DE SOUZA BRITO,06/08/1946,tipo 2
9552,3518800,KAUAN DA SILVA VITOR,ADRIANO RUFFOLO,28/07/2006,tipo 2
9562,3520103,PATRICIA CLAUDIA PAIAO,ANA ALVES DOS SANTOS,28/12/1974,tipo 2
9563,3520301,KATHERYN RYANE FELICIANO DE AGUIAR ALVES,ANDERSON CAMARGO,18/10/1982,tipo 2
9658,3546801,JOSE MENDES FILHO,MARLI DA SILVA DOS SANTOS,04/07/1986,tipo 2
9659,3547809,EDERSON SILVA DA PAZ,MARLUCIA DIAS DA SILVA,29/11/1932,tipo 2
9664,3548708,ABEL ALVES DA SILVA,NATHALI LYRA,04/04/1926,tipo 2
9674,3548708,CLARICE FULGENCIO SILVA,PAULO NOVAES,06/03/1994,tipo 2
9688,3548708,MARCELO PEREIRA DE LIMA,SAMUELA DOS SANTOS,15/11/2008,tipo 2
9771,3550308,GEOVANE MAGALI VIEIRA DE AZEVEDO,CRISEUDA DA SILVA,03/04/2019,tipo 2
9780,3550308,JAQUELINE DO AMOR DE SOUZA,ELANE DA SILVA,29/12/1925,tipo 2
9783,3550308,JOSE ALVES FILHO,ELISABETE FARINA,14/11/1961,tipo 2
9830,3550308,PAMELA DA SILVA DO NASCIMENTO,MERICE TORRES,22/08/1993,tipo 2
9831,3550308,PEDRO GONCALVES DA SILVA,MESSIAS SILVA OLIVEIRA,06/12/2006,tipo 2
9839,3550308,ROSANGELA DE JESUS TEIXEIRA RIBEIRO,RAIMUNDA DE SOUZA,21/04/1967,tipo 2
9857,3550308,TEREZINHA ALVES DOS SANTOS SILVA,VANESSA CAMPOS,28/07/2019,tipo 2
9902,4117602,ANDRE LUIZ GOMES FERREIRA,LUZANIRA DOS SANTOS,14/03/1979,tipo 2
9935,1200013,DENICE ALVES FEITOSA DOS SANTOS,AMANDA DA SILVA,26/10/1943,tipo 2
10167,1200104,EDINALDA NOBRE DA SILVA,AUDICELIA ANJOS SOUZA,13/05/1941,tipo 2
10272,1200104,MARIA ANTONIA SOUZA DA SILVA,CARMINA,30/05/1967,tipo 2
10376,1200138,ALDENISIA FERREIRA DE SOUZA,ADMA DE LIMA,26/04/1972,tipo 2
10380,1200138,ANA VITORIA LIMA GOMES,ADRIANA DA SILVA,16/05/2013,tipo 2
10448,1200138,MARIANA XAVIER DA SILVA,ANA VASCONCELOS DE ARAUJO,06/03/2010,tipo 2
10455,1200138,PABLO SILVA CASSIANO,ANDERSON SILVA,25/12/1940,tipo 2
10475,1200138,SIRLEIDE AMORIM CORREA,ANGELA DO NASCIMENTO,25/03/1993,tipo 2
10639,4306205,ALICIONE COELHO FARIAS,CAMILA DO NASCIMENTO,03/10/2009,tipo 2
10650,4306205,ALINE TAVARES COUTINHO,CARLOS DE SOUZA,25/02/2011,tipo 2
10724,4306205,ANTONIA ALZELI SARAIVA FARIAS,COSMA DOS SANTOS,15/09/1968,tipo 2
10762,4106704,ANTONIA LEIDIANE CONCEICAO DA SILVA,DARLENE BANDEIRA,26/06/1943,tipo 2
11144,1200203,FRANCISCA ANGELICA MIRANDA DA CONCEICAO,JACOBETE FRANCISCO,29/07/1948,tipo 2
11234,4106704,FRANCISO HERINILTON COSTA DE ALMEIDA,JOSE VIEIRA,20/05/1957,tipo 2
