ID,COD_MUNICIPIO,NOME,NOME_RESPONSAVEL,data_nasc,Tipo_erro
1072,2918407,J.,ANTONIA CLICIA MENDES DE FREITAS,24/11/1990,tipo 2
1093,2924504,O.,MARCIELE FERREIRA DE FRANCA,23/01/2007,tipo 2
1108,2928406,E.,RAFAEL DE QUEIROZ BARBOSA,22/09/1933,tipo 2
1134,2933604,S.,ANTONIO EVERARDO GOMES SOARES,18/02/1979,tipo 2
1151,2303709,F.,EDUARDO JUSTINO DOS SANTOS,21/11/1944,tipo 2
1193,2305100,J.,MARIA DE LOURDES ARAUJO CABRAL,06/02/1964,tipo 2
1405,3154309,F.,MANOEL SOUZA MARTINS,29/12/1949,tipo 2
1495,1504703,E.,JOSICLEIDE MARIA LIMA PESSOA,18/05/2020,tipo 2
1631,2616407,R.,EDMEIA AURELIANA ANASTACIO CABRAL,24/04/2006,tipo 2
1781,3304904,S.,ELPIDIO MONTEIRO DOS SANTOS,21/03/1972,tipo 2
1822,2408102,R.,ANTONIO NOVAIS DOS SANTOS,06/09/1953,tipo 2
1836,2414209,J.,ELIANDRO SANTOS OLIVEIRA,02/07/1996,tipo 2
1882,2805505,A.,ANTONIO SABINO FEITOSA,26/04/1955,tipo 2
1886,2805604,J.,CRISPINIANA JESUS DOS SANTOS,03/02/1951,tipo 2
1895,3509205,P.,IVONE BALBINO DOS SANTOS,25/11/2019,tipo 2
1994,3552502,J.,MARIA APARECIDA ALVES DE ARAUJO,12/06/1943,tipo 2
