ID,COD_MUNICIPIO,NOME,NOME_RESPONSAVEL,data_nasc,Tipo_erro
5135,3118601,MARCIA R. DOS SANTOS,SANDRA REGINA SILVA ALMEIDA,20/12/2016,tipo 2
5230,3166808,VIVIANE S. MOREIRA,SAMARA ARAUJO CHAVES,09/07/1927,tipo 2
5234,3168507,GLEITHON C. COSTA,SUZYANE OLIVEIRA CARNEIRO,16/04/2020,tipo 2
5330,1501402,NARA C. PROGENIO DINIZ,DAMIANA PEREIRA RIBEIRO,24/02/2010,tipo 2
5341,4104501,MARIA D. JESUS CHAGAS DE SOUSA,MARIA JACILEIDE PEREIRA,16/06/2020,tipo 2
5482,2512036,MARCELO R.,ADRIANA DO NASCIMENTO SANTANA,09/03/1924,tipo 2
5502,2600104,ANA T. DANTAS GOMES,JOEL RAMOS DOS SANTOS,17/01/1927,tipo 2
5536,3300506,ETIENE F. LINS,CARLOS ANTONIO OLIVEIRA GALVAO,29/03/1991,tipo 2
5575,2603504,LUCIENE L. ALVES,JUCIARA BATISTA JOSE,10/11/2006,tipo 2
5643,2607901,JOSICLEIDE M. LIMA PESSOA,GERALDINA TOMAZ DE LIMA,19/02/2007,tipo 2
5810,3163300,JOSE P. CARDOSO,ALEX JOSE LEMOS,05/01/1961,tipo 2
5856,4109401,SANTINO B. DOS SANTOS,ROBERTO DE OLIVEIRA FERREIRA,05/03/2018,tipo 2
5864,4115200,KARINA H. TAMAI DA SILVA,ANGELA MARIA RABELO DE ALMEIDA,03/12/1968,tipo 2
5889,3300704,MARIA J. ABREU DE OLIVEIRA,DENISE GUIMARAES DA SILVA,02/11/2011,tipo 2
5897,3301702,LUCIANA D. LIMA DA CRUZ,FABIO BRAGA DOS SANTOS,05/04/2019,tipo 2
