ID,COD_MUNICIPIO,NOME,NOME_RESPONSAVEL,data_nasc,Tipo_erro
7212,2916104,ANA L. GOMES DA SILVA SANTOS,EDVALDO PIMENTEL DE MIRANDA,12/11/1992,tipo 2
7258,2919207,JOELMA C. DOS SANTOS,ITALO SEVERINO COELHO,26/10/1973,tipo 2
7320,2512507,FERNANDA M. DE OLIVEIRA,FRANCISCO DE ASSIS FERREIRA DE ALMEIDA,25/11/1924,tipo 2
7361,2929750,CLOVIS S. GOMES,MARIA LIDIANE NERIS LIMA,06/08/2021,tipo 2
7491,2304236,ANTONIO N. RODRIGUES DE ARAUJO,MARIZETH CAVALCANTE RODRIGUES,07/08/1994,tipo 2
7498,2304400,ALESSANDRA V. BATISTA,MARIA VERAS LIMA DO NASCIMENTO,02/04/2011,tipo 2
7544,2304400,JOSEMBERG M. SILVA,LUCINEIA APARECIDA DA SILVA,21/04/1931,tipo 2
7589,2304400,ZENILDE F. LIMA,KAROLAYNE BOTELHO DA SILVA,08/09/1946,tipo 2
7702,5300108,ELIENE B. DOS SANTOS,LEANE DE JESUS DIAS COSTA SILVA,09/02/1946,tipo 2
7734,3202405,VALDEIR L. DA SILVA,MANOEL PEREIRA DOS SANTOS,23/08/1934,tipo 2
7761,5200308,MARIA N. DA SILVA,MEIRINALVA FERNANDES SANTOS,29/01/1989,tipo 2
7817,2101400,LEILANE M. AMORIM,RAIMUNDA NONATA CUTRIM DINIZ,18/06/1971,tipo 2
7857,2105302,ELOIDE C. DA SILVA PEREIRA,LEORI BERNARDINO DA SILVA,13/07/1978,tipo 2
8010,2113009,ANA C. PEREIRA MACHADO,SOLANGE APARECIDA DIAS,07/03/2015,tipo 2
8182,3155801,MARIA A. COSTA MOREIRA,ROSILENE BONTA FURTADO,10/11/2009,tipo 2
