ID,COD_MUNICIPIO,NOME,NOME_RESPONSAVEL,data_nasc,Tipo_erro
5132,3118601,JOSE ALVES EMILIANO,JOSE AMILTON ALVES DA SILVA,26/12/1930,tipo 3
5138,3118601,MARIANGELA DOMINGOS,ADIVALDO ALVES BRANDAO,16/08/1990,tipo 3
5152,3124302,MARIA NILDA SOARES CARVALHO,SIRLEY MARTINS DE OLIVERA SABINO,16/02/2013,tipo 3
5162,3131158,GENESIA RODRIGUES DA COSTA,BEATRIS LUCIA DA SILVA,19/11/2007,tipo 3
5167,3132107,MARIA HELENA DOS SANTOS,MAXWELL FERRERA DA SILVA,20/12/1959,tipo 3
5174,3136306,OSMAR PERERA DA FONSECA,LUIS APARECIDO RAMOS,15/09/1966,tipo 3
5182,3143302,KELLY TATIANE LUIS SOARES,JOCILENE MARIA PRADO,13/02/2007,tipo 3
5200,3154606,MARIA SANDRA CALDERA,EDSON FILGUERAS SANTOS,02/11/1926,tipo 3
5203,3155603,LAURITA ISABEL DE ALMEDA DIAS,AUCILENE VILHENA VIERA,31/05/2002,tipo 3
5206,3156700,JENNIE CRISTINA ANDRAMACEDO,CARMEM JULIA DA SILVA,26/04/1969,tipo 3
5208,3157005,PAULO HENRIQUE XAVIER FERNANDES,EDENIR COREA PORTAL,17/06/2012,tipo 3
5229,3165560,GILMAR VICENTE TEXERA,RUDIVALDO FARIAS DA CRUS,08/09/2022,tipo 3
5247,3170206,CRISTINEDE ALVES CORREA LEMOS,ANTONIA ONEDE DA SILVA,10/08/1933,tipo 3
5265,5006606,LUCIANA DA SILVA CABRERA,DANIELI DUTRA CORREA ALMEDA,18/12/2003,tipo 3
5268,5100508,AURELINO DA SILVA MENDES,LAYSE CORREA MARTINS,17/04/1937,tipo 3
5275,5104807,SILVIO JOSE BORBA,MARINELMA DA SILVA LOPES,26/07/1962,tipo 3
5278,5106307,ANA MARIA PERERA GRIGORIO,DIVINA LUCIA FERRERA DA SILVA,12/08/1982,tipo 3
5288,1500107,CARLOS CARDOSO MORAES,WALDIR DA AÇUNCAO CORREA CHAVES,11/03/1934,tipo 3
5306,1500909,ANTONIO CARLOS RIBERO FILHO,MARIA HELENA GOMES DA SILVA,14/09/1958,tipo 3
5333,1501402,SOCORRO AMORIM DE OLIVERA,EDILENE HENRIGUE DE OLIVERA,15/03/2000,tipo 3
5334,2501906,TATIANE NASCIMENTO LOPES,CLAUDEVI MARCULINO DA SILVA,25/01/1926,tipo 3
5335,2602308,ELISEU NOGUEIRA,EDVALDO BATISTA DA SILVA LINS,17/01/1993,tipo 3
5356,1504208,CLAUDIA BARBOSA,GILMAR DA SILVA DIAS,10/10/1952,tipo 3
5360,1504307,CLAUDIONOR DA COSTA SILVA,JOAO BATISTA SOBRINHO,11/03/1979,tipo 3
5365,1504455,SAMUEL ARAUJO,FRANCISCA LINDAURA DA SILVA,10/08/1990,tipo 3
5371,1504604,MARIA JUREMA DA SILVA FARIAS,ANNA PATRICIA RAMOS DA SILVA,17/12/1939,tipo 3
5372,1504604,MARIA ROSIANNA MORAIS PANTOJA,JOSINALDO DO NASCIMENTO SILVA,13/06/1983,tipo 3
5378,1504703,MARIA LUCIA TEXERA PERERA,FRANCISCO GONCALVES JUNIOR,08/10/2010,tipo 3
5389,1507003,MARLENE BERNARDO PEÇOA,FRANCISCO LIMA DE SOUSA,01/04/2006,tipo 3
5391,1507474,ADRIELE FLOR DOS SANTOS,RENATO TAVARES DUARTE,07/01/1925,tipo 3
5395,1507961,ANGELA MARIA COLARES SA,JOSE ROBERTO NOBERTO DA SILVA,14/06/1996,tipo 3
5402,1508084,VANICIA RODRIGUES DE OLIVERA,COSME DIAS TEXERA,18/11/1949,tipo 3
5405,1508407,CLEDIANE LIRA LIMA,CRISTOFANE VICENTE DA SILVA,20/05/2016,tipo 3
5410,2500908,MARIA LUCIA BESERRA,MARIA APARECIDA PERERA DE CARVALHO,21/09/1932,tipo 3
5472,2309201,ADRIANO ISIDRO PEREIRA,JOSE CARLOS ALVES,23/03/1958,tipo 3
5490,4123501,FRANCISCO GOMES ROLIM,EDILMA PAULA SABINO,22/11/2015,tipo 3
5491,4215554,MARIA CARMEM SOUSA,JONATAN FELIPE ALVES DE OLIVEIRA,23/01/1933,tipo 3
5513,2601409,VANDA MARIA DO NASCIMENTO,MARINALVA DIONISIO DO CARMO,17/05/2018,tipo 3
5526,2602100,DUENIO CLENIO SOARES DA SILVA,GILVETE MARIA BARETO,05/11/1929,tipo 3
5543,2602209,MARCOS ANTONIO SANTANNA DA SILVA,CRISTIANE MARIA DA SILVA,08/02/1975,tipo 3
5558,2602605,NOEMIA MARIA DE OLIVERA VENOS,TAYNARA LIMA BRITO,17/11/1969,tipo 3
5563,2602902,CELIO ALFREDO DO CARMO,LEONARDO GOMES DA SILVA,11/02/1951,tipo 3
5586,2604601,SEVERINA CRISTINA DA SILVA MOURA,MONICA CONCECAO MORAES,31/03/1963,tipo 3
5604,2606002,LINVALDIR DOS SANTOS SILVA,FRANCISCA BAROS DA SILVA,24/02/1925,tipo 3
5609,3127388,AILTON FELIPE NERI,DJANIRA MARIA DOS SANTOS,14/09/2020,tipo 3
5628,2607000,MARIA JOSE TORRES BEÇONI,SALVADOR COSTA DOS SANTOS,15/04/1968,tipo 3
5632,2607208,MANOEL FRANCISCO CHAGAS NETO,ROBERTO DA SILVA COELHO,17/02/1949,tipo 3
5634,2607752,GIVANILDO ANTONIO BARROS,SENAIDE PEREIRA DA SILVA,26/03/2008,tipo 3
5641,2607901,GILVANETE FERRERA DA SILVA,JULIO CESAR SOARES DA SILVA,18/06/1974,tipo 3
5649,2608602,SAMUEL AUGUSTINHO DA SILVA,JOSE MARIA ALVES DO NASCIMENTO,30/03/1974,tipo 3
5672,2610301,LUIS DOS SANTOS MELO,GORETE PAES LANDIM ALVES,13/10/2000,tipo 3
5675,2403251,JOSE ELECO DIAS DE SA,FRANCISCO DAS CHAGAS CARVALHO,12/02/1933,tipo 3
5678,2510907,EDMILSON ANTONIO DE LIMA CARNERO,MARIA DIAS DOS SANTOS,18/01/1963,tipo 3
5686,2611101,ELENEDE DE JESUS BRITO,CLEUCIANE BRITO CARLOS,13/08/1980,tipo 3
5694,2611606,DAMIAO GOMES DA SILVA,MARIA ANTONIA DE OLIVERA,14/09/1948,tipo 3
5701,2611606,LADJANE ALVES DA SILVA,SEBASTIANNA MARIA DE SOUSA RODRIGUES,28/04/2007,tipo 3
5706,2611606,ROSEANE FERREIRA SALES,FERNANDO VASCONCELOS CRUS,16/04/1934,tipo 3
5710,2612505,MARIA ANTONIA BUARQUE DA SILVA,CARLOS ROBERTO DOS PAÇOS ARGENTINO,25/04/1984,tipo 3
5711,2612505,MARIA HELENILDA DA CONCECAO,ERENILDA DIAS JESUS,03/08/1990,tipo 3
5714,2612604,MARIA APARECIDA DA SILVA SANTOS,ANGELA MARIA DA SILVA RAMOS,28/12/1932,tipo 3
5725,2614006,FRANCISCO OTACILIO MATIAS,ELISE DOS SANTOS,08/05/1981,tipo 3
5729,2614105,VALDEANE DA SILVA MORAIS,LUSIA DA COSTA COUTINHO,17/04/1966,tipo 3
5731,2615102,JOSE FRANCO CORREA DA SILVA,MIGUEL PERERA DOS SANTOS,23/06/1953,tipo 3
5741,2616407,DEISIANE DE MOURA LIMA,SILVERIO DO ROCIO CARVALHO,25/07/1962,tipo 3
5743,2200202,ISABEL PERERA DE ABREU MOURA,VANIA SOUSA DA CRUS,22/12/1999,tipo 3
5749,2201200,ANTONIO CARDOSO SABINO FILHO,LUIS ANTONIO CAETANO,07/05/1953,tipo 3
5750,2201200,FRANCISCO REGINALDO SALES CASTRO,GERALDO MAGELA DE SOUSA,29/10/1947,tipo 3
5757,2201945,ROSENIRA DAS CHAGAS SOUSA,ANA LUCIA GOMES FIGUEREDO,16/09/1983,tipo 3
5762,2202307,JOAO NETO FERRERA DIAS,LUCIMARIA DE PAULO PAÇOS,23/04/1949,tipo 3
5768,2203206,JOCELINO FERRERA DOS SANTOS,RUTE HELLE SANTOS OLIVERA,17/02/1940,tipo 3
5798,2208205,JOAO FRANCISCO DO NASCIMENTO,MARISE LIMA JACINTO,05/02/1936,tipo 3
5827,2211001,MARIA DIVA DA SILVA,JEFFERSON CARLOS SOUSA DE JESUS,28/05/1965,tipo 3
5840,4101804,TATIANNA PETRA SILVA,MAICON ANTONIO GONCALVES ROCHA LETE,25/11/1936,tipo 3
5849,4103602,LUCINEA VIERA MACHADO,MICC NELSON OLIVEIRA DOS SANTOS,20/09/2002,tipo 3
5851,4106555,ALEÇANDRA SIMEAO,NATALINA DA SILVA OLIVERA,25/07/2002,tipo 3
5858,4109807,ROSILENE DIAS FIGUERO DE AQUINO,SEBASTIAO BARETO BASTOS,10/09/1993,tipo 3
5871,4118501,JANE GOERGEN,ESMAR FERRERA FIGUEREDO,22/12/1966,tipo 3
5878,4122404,MARIA SOLANGE MARTINELLI MAFORT,ANALICE REGAZI PITAÇI,21/12/2009,tipo 3
5890,3300704,PRISCILA MEDEROS DE OLIVERA,DIVA VIANNA PINA,18/10/1968,tipo 3
5898,3301702,LUCINEA RIBERO DE OLIVERA PEXOTO,FLAVIANNA CORREA DA SILVA,02/03/1980,tipo 3
5900,3301702,MARIA DA GLORIA DA CONCECAO,GEANE MARIA FRERE,15/01/1943,tipo 3
5935,3302403,ROCINE GOMES GARCHET,SIMONE DOS SANTOS,29/09/1965,tipo 3
5937,3302502,DANIELE VIVIANE DOS SANTOS,TANIA MARIA JANERO SILVA,12/02/1995,tipo 3
5941,3302700,RITA DE CAÇIA DE AÇIS,VINICIUS MACHADO SOARES,12/11/1985,tipo 3
5957,3303500,ALEXSANDRO DOS REIS BASETH,VERONICA CRISTINA DE ARAUJO LETE,30/03/1988,tipo 3
5961,3303500,CAMILA DE OLIVERA MELO,MARIA FATIMA VICENTE ROSA DA SILVA,25/05/1939,tipo 3
5976,3303500,IVONE BATISTA COUTINHO FRANCISCO,GIOVANI CANDIDO JUNIOR,15/02/2022,tipo 3
5984,3303500,CATIA DE MORAIS SANTOS,JOSE ELENILDO CARVALHO,10/06/1935,tipo 3
5989,3303500,MAISA CRISTINA DA SILVA PIRES,VANDERLEI DINIS FERREIRA,23/01/1979,tipo 3
5997,3303500,MAYCON DE OLIVERA MARTINS,MARINEDE AMERICO,08/05/1982,tipo 3
6000,3303500,PEDRO JOSE SALUSTIANO,JOAO BATISTA RIBERO,01/04/2006,tipo 3
6002,3303500,ROBERTO CARLOS CONTANTINO GONCALVES,LEONARDO DAVID LIMA,12/02/1972,tipo 3
6018,3303609,RODRIGO WEBER DE RESENDE,ANTONIO FRANCISCO LIMA,22/05/1980,tipo 3
6021,3303955,NELSON BARBOSA,DAYSE ALINE OLIVERA DE MIRANDA,06/03/1951,tipo 3
6022,3304128,LUDMILLA NUBIA DE SOUSA,EDIVO PERERA FERNANDES,10/11/1924,tipo 3
6029,3304524,MARIA APARECIDA DA SILVA,FRANCISCA SIMONE DE FRETAS,21/03/1959,tipo 3
6046,3304557,DIANA SILVA DE OLIVERA,PRISCILA ALVES TAVARES DA SILVA,27/05/1940,tipo 3
6048,3304557,EDVALDO VICENTE DA SILVA,RIQUIANE SIMPLICIO DE MEDEROS,20/06/1967,tipo 3
6055,3304557,ESTER CAMILY GOMES MACHADO,JOYCE BARBOSA FRASAO,09/09/1975,tipo 3
6061,3304557,GRASIELE MACHADO DO AMARAL,FRANCISCO DE AÇIS BARACHO,05/05/1941,tipo 3
6071,3304557,CAIO WILSON DIAS DA SILVA,JOSE LAMUNIER MEDEIROS DE SOUSA,17/06/2021,tipo 3
6094,3304557,RONILSON FAGUNDES BARBOSA,PRISCILA PERERA COUTINHO,19/10/1936,tipo 3
6096,3304557,ROSANGELA FERNANDES GUIMARAES,LUIS CLEMAR DOS SANTOS GARIBALDI,18/09/2014,tipo 3
6108,3304755,EVERALDO RANGEL GOMES,ROSANE RODRIGUES,17/08/1963,tipo 3
6110,3304904,ELISABETH ALVES ROSA RIBEIRO,CHAIANE BORGES DA SILVA,27/03/1978,tipo 3
6122,3305109,FABIO MARTINS DE OLIVERA,SILVIA REGINA SILVERA DE CARVALHO,24/05/1946,tipo 3
6123,3305109,JOYCE CELLY DOS SANTOS FERREIRA,VERA LUCIA DUARTE,20/10/1999,tipo 3
6131,3305554,ISAQUE SANTOS DE SOUSA,MARIA ESTER DA SILVA JANNER,15/10/1946,tipo 3
6137,2932903,JOSE GERALDO OLIVERA DA SILVA,LISIANE JULCILEA FARINHA RODRIGUES,14/02/2013,tipo 3
6146,2400703,FABIANO MARTINS DE OLIVERA,ENILTON NEDI LEMOS ARAUJO,12/11/2019,tipo 3
6148,2401008,ANDRESA BEATRIS DE SOUSA LIMA,CLEUSA MARIA LORENCO DE MELO,18/10/1944,tipo 3
6154,2401008,MATEUS RADAILLY DA SILVEIRA NEVES,MARTIELE DORNELES MOURA,27/06/1965,tipo 3
6156,2401008,RAIMUNDO FERNANDES LIMA,MAIARA FERRERA AULER,07/05/1933,tipo 3
6158,2401107,DAIANE LIMA DA SILVA,JACI DOS SANTOS,30/06/1924,tipo 3
6160,2401107,VANDERLEI DINIS FERREIRA,ALEÇANDRO DOS SANTOS SOUZA,13/11/1989,tipo 3
