ID,COD_MUNICIPIO,NOME,NOME_RESPONSAVEL,data_nasc,Tipo_erro
2057,2706307,CRISTIANA MARIA DE SOUSA,JOSERILDA DA CONCEICAO,26/11/1964,Sem erro
2058,2706307,DEREK GONCALVES DOS SANTOS,LIDIA FERREIRA DA CONCEICAO,22/08/1926,Sem erro
2060,2706307,JEFERSON AMILIO SANTOS DA SILVA,ROSEMARY CHAGAS DOS SANTOS,12/08/1945,Sem erro
2061,2706307,JOSE APARECIDO BEZERRA DA SILVA,CLEIDIANA LIMA DA SILVA,18/03/2016,Sem erro
2064,2706307,MARIA BETANIA PORTO SILVA,MARIA DALVA SANTIAGO COSTA,19/09/1995,Sem erro
2065,2706307,PETRONIO DOS SANTOS MENDONCA,MARIA DAS GRACAS DOS REIS FERREIRA,09/05/1934,Sem erro
2068,2706448,JANAYNA MOURA DE SOUZA,MARIA MILENA ROZENDO DA SILVA,14/06/2011,Sem erro
2069,2706505,ANA MARIA DAS CANDEIA SILVA,PAULO MEIRELES GUIMARAES,17/12/1989,Sem erro
2070,2706505,SANDOVAL GERMANO PEREIRA,ROSALINA CARVALHO DE BRITO,07/05/1931,Sem erro
2072,2511509,JANICLEIDE DA SILVA,SENDY OLIVEIRA RAMOS DA SILVA,26/11/1950,Sem erro
2073,2511509,TALITA BARRETO DE SOUZA,VIVIANE ALMEIDA DOS SANTOS,13/03/1966,Sem erro
2074,2707107,VALCILETE MARTINS VIANA,VIVIANE DOS REIS DE ALMEIDA,17/08/2015,Sem erro
2076,2707503,JOSE GEORGE LEITE VIEIRA,EDSON DE JESUS COSTA,25/06/1964,Sem erro
2077,2707701,ADRIANA DOS SANTOS,INGRID NASCIMENTO MELO,12/06/1997,Sem erro
2078,2707701,ADRIANA LOPES DA SILVA,ELIANE ARGENTINA FERREIRA,07/04/1981,Sem erro
2080,2708006,KAIQUE JONATHAN PEREIRA DA SILVA,DIANA AZEVEDO DE MOURA,03/11/1980,Sem erro
2086,3550704,JOSE DOMINGOS DE SOUZA,EDNEI COSTA SILVA,11/03/2018,Sem erro
2087,2708956,BENEDITO PEREIRA DA COSTA,GONCALO JULIAO TRABUCO DE LIMA,09/07/2017,Sem erro
2089,2709152,SILVANEIDE DA SILVA SANTOS,JOSE CARLOS SILVA SANTANA,21/12/2011,Sem erro
2091,2709301,ANTONIO MANOEL DA SILVA,LUCINEA DA SILVA SOUZA,12/03/2018,Sem erro
2092,2709301,JESSICA MARIA DA SILVA,MARINALVA SANTOS SILVA,15/06/1996,Sem erro
2093,2709301,RENATO FERREIRA JATOBA,ROSIMEIRE LIMA DE OLIVEIRA,01/09/1939,Sem erro
2095,2414902,DENILDO MOREIRA DA SILVA LIMA,VALDIR DA SILVA MATTOS,18/01/1997,Sem erro
2104,1302009,JULIO CESAR MONTEIRO LIBORIO,FRANCISCO EVANGELISTA DA SILVA,17/04/1992,Sem erro
2105,4208401,TELMA REGINA PEREIRA AMAZONAS,VALDEMAR DE SOUZA BARBOSA,14/01/2011,Sem erro
2108,1302603,THAYANNE CRISTINA CADETE DE SOUZA,IVONICE SANTOS LIMA,12/12/1929,Sem erro
2111,1304104,JANE SOUZA DE MORAES,DOMINGOS GONCALVES GALINGOS,26/10/1949,Sem erro
2112,1304302,MARINILDES SAIDES DE SOUZA,VANILDA BRITO CHAVES,12/07/1936,Sem erro
2116,2928208,JOSE LUIZ DO CARMO ALMEIDA,DOMINGAS BARBOSA DE SOUZA,18/10/1998,Sem erro
2117,2928208,SOCORRO DE NAZARE DA SILVA,JOSE GIOBERTO CORCINO,16/08/1954,Sem erro
2118,2900207,ROSEANE BARBOSA DE MORAIS,ALESSANDRA BRANDAO DA SILVA,11/10/1956,Sem erro
2121,2901304,HUMBERTO MOREIRA DOS SANTOS,SORAIA DE JESUS PEREIRA,02/10/1946,Sem erro
2125,2902104,ERICARLOS SILVA ANDRADE,CLEIDIANO SENA DA CONCEICAO,18/02/1940,Sem erro
2128,2902609,SANDROEL LIMA SILVA,LUCINEIDE FERREIRA DE COUTO,13/06/1941,Sem erro
2130,2903607,MARIVANE DIAS DOS SANTOS,GILBERTO LIMA DE JESUS,04/12/1945,Sem erro
2131,2904100,ELISMAR RODRIGUES DOS SANTOS,SIRGLETE FERREIRA LIMA,05/04/1963,Sem erro
2134,2904902,IASMIN SANTANA COSTA DOS SANTOS,ETEMILSON ESTEVES DE ALENCAR,07/11/1949,Sem erro
2135,2904902,MARIA ELIANE DOS SANTOS,IVAN CORREIA DOS SANTOS,13/09/2022,Sem erro
2139,2905701,ANDREA DA SILVA SANTOS,MARIA BRANDINA DE JESUS,15/03/1985,Sem erro
2141,2905701,JOSE SENA DE FREITAS,RITA MARIA DE JESUS,16/11/1950,Sem erro
2142,2905701,MARLENE JESUS SANTOS BORGES,ROZIMEIRE DOS SANTOS,10/03/1930,Sem erro
2143,2905701,ROSENI SILVA PIMENTEL,MARIA JOSE SOUZA CAMPOS,22/10/1930,Sem erro
2144,2906006,ROSIMEIRE CONCEICAO RIBEIRO,MARIA ANGELICA LOPES DA SILVA,17/06/1941,Sem erro
2145,2906303,EDMILSON SANTOS ARAGAO,MARLI BATISTA DE OLIVEIRA,05/01/1930,Sem erro
2146,2906402,URANIA ROBERTA RIBEIRO DA SILVA,ALMIR ANTONIO OLIVEIRA DA SILVA,25/01/1928,Sem erro
2149,3112000,ANTONIO CARLOS MOREIRA VIEIRA,MANOEL USNILTON LIMA SANTOS,17/09/1948,Sem erro
2150,2906501,BENIVALDA JESUS DOS SANTOS,MARIA MARLENE BATISTA DOS SANTOS,18/04/1933,Sem erro
2151,2906501,CAIQUE DOS SANTOS MAIA,MARIA SENHORA DIAS SOARES,16/06/1960,Sem erro
2152,2906501,CIDALIA DOS SANTOS LIMA,MARLENE RAMOS DOS SANTOS,29/06/1982,Sem erro
2155,2906501,GISELIA DOS SANTOS,JOSE ANTONIO DE JESUS SANTOS,16/06/2005,Sem erro
2158,2906501,MARIA CELIA DOS SANTOS,ELIANE ARAUJO DE JESUS,31/05/1956,Sem erro
2160,3112000,PEDRO GONCALVES DOS SANTOS,EDNALDO THEODORIO DE JESUS,25/11/1961,Sem erro
2161,3112000,ZELIA MARIA DE SOUZA,EDSON SANTOS,25/03/1999,Sem erro
2162,2906808,EDVALDO DE OLIVEIRA DA SILVA,FABIO DA CONCEICAO BATISTA,17/07/2003,Sem erro
2163,2906808,IVANILDA MARIA DE JESUS,JEIR DE JESUS SANTOS,23/11/2005,Sem erro
2165,2906824,ALMERINDA CARDOSO DOS SANTOS,ROSIMARY BATISTA OLIVEIRA,11/12/2010,Sem erro
2166,2906824,RAPHAELL SANTANA SOBREIRA,ROZENILDA BARBOSA DOS SANTOS,10/10/2015,Sem erro
2167,2906907,JOSE CICERO DOS SANTOS CAVALCANTE,WALDIR GOMES FIGUEIREDO,03/08/1969,Sem erro
2169,2907509,FLAVIA LIMA SOUSA,ANTONIO MARCOS DOS SANTOS,02/08/1947,Sem erro
2172,2907509,ROSIMEIRE DE JESUS,JULIANA DOS SANTOS ANDRADE,01/03/1957,Sem erro
2174,2908309,JAQUELINE DOS SANTOS DA SILVA,MARIA ALZIRA DO NASCIMENTO HIRATA,20/04/1965,Sem erro
2178,2908408,LUCINEA DA SILVA SOUZA,KELINI NASCIMENTO DE JESUS,11/11/1942,Sem erro
2187,2909208,JOSEVALDO SANTANA SANTOS,ERONIDES INACIO PEREIRA,23/11/2006,Sem erro
2189,2909307,JENEBALDO FARIAS FERREIRA,ANA MARIA SILVA BRITO,02/01/1957,Sem erro
2190,2909802,GERSON DOS SANTOS SACRAMENTO,GERALDO DA CONCEICAO BRITO,10/11/1978,Sem erro
2196,2910701,VAGNER PEREIRA DOS SANTOS,VALEZIA PATRICIA RODRIGUES DA SILVA,19/12/2002,Sem erro
2197,2911253,RAIZA MARIA DA SILVA MOURA,RODRIGO MATOS DE ARAUJO,19/12/1956,Sem erro
2200,2911857,MOACIR FELICIANO DOS SANTOS,EDVANDO MARTINS BATISTA,26/06/1991,Sem erro
2201,2911857,RITA GONCALVES DA ROCHA,EDSON CONCEICAO DE LIMA,27/04/2020,Sem erro
2204,2913002,JOELIA ALVES DE ALMEIDA,ANDREIA FARIAS DOS SANTOS,17/04/1934,Sem erro
2205,2913002,MARIA INEZ DA CONCEICAO,GILSON RAMOS DE ALMEIDA,10/03/1942,Sem erro
2207,2913101,OBERLAN SOUZA DE ARAUJO,MARIA AGDA DE ARAUJO FERREIRA,04/03/2011,Sem erro
2208,2913309,DERALDO MOTA DA SILVA,JUCILENE BANDEIRA,24/11/2021,Sem erro
2210,2913606,VALQUIRIA SANTANA,MARIO JOSE DE JESUS,17/03/1955,Sem erro
2216,2914406,MAILZA COSTA DA ROCHA,VALDEMIR ROCHA DA SILVA,06/01/1977,Sem erro
