ID,COD_MUNICIPIO,NOME,NOME_RESPONSAVEL,data_nasc,Tipo_erro
12354,4106704,"",TAIGILA DE OLIVEIRA COSTA,02/07/1949,tipo 1
12429,4306205,"",VANIAS SOUZA DE LIMA,23/12/1928,tipo 1
12453,1200203,"",ANTONIA GEYCE SILVA DOS SANTOS,21/06/1930,tipo 1
12465,4306205,"",DANLEY ARAUJO DA SILVA,20/05/1927,tipo 1
12504,1200203,"",JORGE AUGUSTO PEREIRA DA SILVA,29/01/2010,tipo 1
12605,4106704,"",CASSIANA DA SILVA E SILVA,09/12/1938,tipo 1
12612,4306205,"",CLARICE LIMA DE SOUZA,19/11/1959,tipo 1
12683,1200252,"",JOSE EDNALDO DE LIMA,30/10/2006,tipo 1
12804,1200302,"",MARIA ORLANDINA DA SILVA SOUZA,26/02/1939,tipo 1
12857,1200302,"",ROSAMARA DE SOUZA LEITAO,02/07/1929,tipo 1
12916,1200302,"",JACIRA PAULO PAULINO KAXINAWA,06/01/1959,tipo 1
12964,1200302,"",VERA MAIA SALES KAXINAWA,29/03/2011,tipo 1
12985,1200302,"",ANTONIO SAVIO GONCALVES DA SILVA,03/03/2006,tipo 1
13046,1200302,"",JACINTA SILVA DE OLIVEIRA,25/10/2003,tipo 1
13078,1200302,"",MAIARA BEZERRA MOREIRA,16/05/1924,tipo 1
13146,1200328,"",RAIMUNDO FERREIRA DA SILVA,10/04/1986,tipo 1
13190,1200336,"",BARBARA SILVA DOS SANTOS,11/06/1951,tipo 1
13267,1200336,"",MARIZETE DA SILVA RIBEIRO,18/11/2020,tipo 1
13328,1200336,"",BEATRIZ DA SILVA DANTAS,29/10/1958,tipo 1
13356,1200336,"",FLEIDE MARIA SOUZA SILVA,09/07/1965,tipo 1
13365,1200336,"",FRANCISCO NASCIMENTO CUNHA,16/10/1935,tipo 1
13380,1200336,"",JOSE RUDICELIO MOREIRA LUNA,05/09/1975,tipo 1
13406,1200336,"",MARIA DARCILENE DOS SANTOS DE SOUZA,16/06/2015,tipo 1
13489,1200344,"",ANA CAROLINA CORDEIRO DOS SANTOS,26/10/1931,tipo 1
13494,1200344,"",ANGELICA SOUSA DA SILVA FREITAS,04/07/2008,tipo 1
13598,1200351,"",VANDERLHAYNNE DE MENEZES LOPES,07/07/1998,tipo 1
13653,1200351,"",EDLENE BARBOSA FERREIRA,26/09/1993,tipo 1
13688,1200351,"",GILSON DANTAS GONCALVES,09/02/1933,tipo 1
13737,1200351,"",LUZIANE LIMA DA SILVA,06/10/2007,tipo 1
13739,1200351,"",MARCELIANO PRADO GIMENES,13/10/1949,tipo 1
