ID,COD_MUNICIPIO,NOME,NOME_RESPONSAVEL,data_nasc,Tipo_erro
10276,1200104,MARIA DE FATIMA DA SILVA FERREIRA,CLAUDINA FREITAS DA SILVA,17/04/1999,tipo 5
10286,1200104,MARIA ROSINEIDE DA SILVA BANDEIRA,ELIANE LIMA DO NASCIMENTO,03/04/1977,tipo 5
10298,1200104,MARINEZ ALVES DE SOUSA,FRANCISCO PEREIRA DA SILVA,10/03/1968,tipo 5
10319,1200104,PATRICIA FREIRE DA SILVA,MARIA ALCINDA ALEXANDRE DA SILVA,01/02/1992,tipo 5
10323,1200104,RAILANE DA SILVA ARAUJO,MARIA APARECIDA OLIVEIRA DA SILVA REIS,06/10/2021,tipo 5
10333,1200104,RAYZA ISABEL MAYNA SA,MARINEIDE PEREIRA DA CUNHA,18/05/1978,tipo 5
10339,1200104,ROSANA DA SILVA DIAS,NATALIA DA SILVA FARIAS,20/11/2008,tipo 5
10351,1200104,SUELY PADILHA DE SENA,ROSICLEIA SOUZA MESQUITA,10/12/1925,tipo 5
10362,1200104,THAMARA BARROS DE ALMEIDA,TAINARA SIQUEIRA DA SILVA,26/04/1930,tipo 5
10384,1200138,CAMILA CORREIA DE SOUZA,AILA MENEZES DE SOUZA,24/04/1998,tipo 5
10426,1200138,MARCOS ANTONIO LIMA DOS SANTOS,ANA ALICE ALVES DAMACENO,06/09/1950,tipo 5
10438,1200138,MARIA LEIDIANA BEZERRA FERREIRA,ANA MARIA FARIAS FERREIRA,03/05/1950,tipo 5
10439,1200138,MARIA LIBERDADE DA COSTA PONTES MOURA,ANA MARIA MARINHO DE MENEZES,01/07/1987,tipo 5
10442,1200138,MARIA NEURIANE COSTA DE OLIVEIRA,ANA PAULA DE ARAUJO CORREIA,01/12/2019,tipo 5
10444,1200138,MARIA ROSILEIDE AQUINO COELHO,ANA PAULA MIRANDA DOS SANTOS,14/10/1994,tipo 5
10450,1200138,MARTA DA SILVA ANDRE,ANA QUETLEN CHAVES DA SILVA,13/09/1947,tipo 5
10465,1200138,ROSANGELA DE OLIVEIRA,ANDRESSA LIMA DE SOUZA,02/07/1942,tipo 5
10487,1200179,ADRIANA RODRIGUES DE MIRANDA,ANTONIA ALDENISA SOUZA SILVA,25/01/1983,tipo 5
10490,1200179,ALTEMIRIA GONCALVES CARNEIRO,ANTONIA ALVES FERREIRA,18/01/1986,tipo 5
