ID,COD_MUNICIPIO,NOME,NOME_RESPONSAVEL,data_nasc,Tipo_erro
6,3550308,ESTHER L. FERREIRA DA SILVA,WALQUIRA DOS SANTOS SOARES,28/10/1975,tipo 2
72,2305357,FRANCIMARIA V. DE SOUZA,ROMEU MOREIRA PEREIRA,24/12/2010,tipo 2
145,2700805,MARIA D. NAZARE GONCALVES DE OLIVEIRA,EDENIR CORREA PORTAL,09/08/1984,tipo 2
154,1501402,RAQUEL S. DOS SANTOS,MARINETE VERGOLINO PINTO,19/07/2012,tipo 2
166,1504604,IRANETI S. PANTOJA,JOSUE AMARO DOS SANTOS,20/11/1940,tipo 2
174,1504604,MARIA S. DOS PASSOS DIAS,JOSE ALVES DA SILVA,26/09/2021,tipo 2
234,3303302,MARCOS M. DOS SANTOS PESSANHA,EDSON FERNANDES DA SILVA,27/03/2014,tipo 2
241,3303500,SIDNEY S. RODRIGUES FILHO,FABIANA ALVES GOES,23/04/1991,tipo 2
246,3304557,CLEYTON A. DE SOUZA PIRES,BRUNA DA SILVA GAUDINO,11/12/1971,tipo 2
264,2408102,MANOEL M. DOS SANTOS,MARIA SOLANGE DE ARAUJO LOPES,06/04/1934,tipo 2
292,3518800,EDVANIA C. DA SILVA BARBOSA,JANE SOUZA DE MORAES,22/10/1945,tipo 2
337,2905701,ANA P. PEREIRA MARTINS,ANDESON FELIPE DE CARVALHO,28/12/2010,tipo 2
377,2919207,EDILMA M. RAMOS,MANOEL MARIANO DOS SANTOS,16/08/1924,tipo 2
442,2308708,RAIMUNDA Z. DO NASCIMENTO,MARTINHO GOMES,15/04/2009,tipo 2
487,2104552,JHENYFER K. BRITO FRANCO,LUANDERSON MORAES MENDES,05/03/1939,tipo 2
512,2111300,VANESSA P. NUNES BATISTA,KARINE STEFANE ILARIA ROCHA,30/11/1927,tipo 2
610,2501906,RAQUEL S. DOS SANTOS,ELIANE BATISTA DA SILVA,07/04/1950,tipo 2
640,1504604,NIVANEI R. BARRADAS,RAIMUNDO LOPES DE SOUSA,17/08/1962,tipo 2
645,1504703,DINAH R. DA SILVA,ALCIDES TOMAZ DE SOUSA,05/03/1947,tipo 2
708,2613909,ADRIELE D. SILVA GAIA,GLADSON RICARDO ELIZIARIO DA SILVA,10/09/1948,tipo 2
725,2211001,ROGERIO R. DA SILVA,MARIA SELIDA SOARES,04/04/1976,tipo 2
737,4127007,ALAMIR L.,JAIR SOARES BATISTA DA SILVA,21/07/1966,tipo 2
798,2932903,MARCELO F. DA SILVA PEREIRA,MARLI APARECIDA PAILI,22/01/2001,tipo 2
830,2414456,JANIELSON A. DE MOURA,REGINA CHISTONI,25/04/1973,tipo 2
880,3537800,NADIR F. FERREIRA,SAMILY DE NORONHA ARAGAO SOUZA,15/04/1947,tipo 2
884,4213807,PATRICIA B.,ADSON DOS SANTOS,06/06/1955,tipo 2
917,3551702,ALINE G. FERREIRA,CRISTINA DA SILVA,24/08/1980,tipo 2
1003,2905701,ROSIMEIRE M. DA SILVA BATISTA,IVONEIDE DA SILVA SOUZA,13/04/1975,tipo 2
1095,2924801,JOAO M. MENDES,MARIA JOSE DOS SANTOS GONDIM,05/06/2010,tipo 2
1182,2304400,MARIA E. BATISTA DE SALES,LUIS FERNANDO FONTINELE ASSUNCAO,04/11/1970,tipo 2
1318,2111607,MARIA V. DA SILVA OLIVEIRA,CLEIDE DOS SANTOS,01/12/1953,tipo 2
1388,3126703,JULIANO A. MURCA,JACIVALDO MEIRELES PINTO,05/07/1943,tipo 2
1426,5000609,EDILEUZA M. DE OLIVEIRA,MAURICIO SILVA SOUZA,13/05/2003,tipo 2
1432,5108402,LAUREANA D. CAMPOS SILVA,MARCIO DE MELO ALEXANDRIA,25/04/1996,tipo 2
1558,5002209,JOSE B. CABRAL,JOEL NUNES DE SOUSA,20/04/1926,tipo 2
1590,2607901,ABRAAO J. DA SILVA,NEUZA APARECIDA FERREIRA,26/03/2016,tipo 2
1616,2209203,LINDINALVA B. CAVALCANTE,ANDRE MORAES DA SILVA,18/02/2003,tipo 2
1622,2612703,LUCAS G. DA SILVA,ANA PAULA DE SOUZA MOTA,18/02/2010,tipo 2
1674,4207858,EVA G.,ESMAR FERREIRA FIGUEREDO,16/10/2006,tipo 2
1711,3303500,ALFEU C. MATHIAS,MARCOS ANTONIO REINALDO,24/05/1983,tipo 2
1845,4301602,SIMONE M. DA ROSA DE SOUZA,DEBORA AUGUSTA DA SILVA,15/03/1945,tipo 2
1862,2801306,GINALDO D. SANTOS,VIVIANE MORAES PEREIRA ROBERTO,23/09/1994,tipo 2
1939,3545803,JURACI A. RODRIGUES,JOSINEIDE LIMA DOS SANTOS,14/07/2003,tipo 2
2039,2704302,LUIZ E. ROCHA ALVES,VALDIR DA SILVA SANTOS,29/09/1939,tipo 2
